time;gFx;gFy;gFz;TgF
5,963000;0,3756;-0,2701;-0,8090;0,932
5,966000;0,2530;-0,3087;-0,8203;0,912
5,990000;0,1645;-0,3219;-0,8506;0,924
5,992000;0,1049;-0,3316;-0,8857;0,952
5,993000;0,0927;-0,3707;-0,8872;0,966
5,999000;0,1118;-0,3981;-0,8608;0,955
6,009000;0,1342;-0,4259;-0,8447;0,955
6,021000;0,1440;-0,4362;-0,8266;0,946
6,030000;0,1645;-0,3996;-0,7939;0,904
6,040000;0,1826;-0,3771;-0,8012;0,904
6,050000;0,1968;-0,3580;-0,7958;0,895
6,063000;0,1924;-0,3546;-0,7978;0,894
6,092000;0,1684;-0,4181;-0,8173;0,933
6,095000;0,1484;-0,4450;-0,8354;0,958
6,095000;0,1259;-0,4660;-0,8774;1,001
6,099000;0,0976;-0,4885;-0,9463;1,069
6,112000;0,0917;-0,4885;-0,9507;1,073
6,122000;0,0932;-0,4885;-0,9434;1,066
6,129000;0,1069;-0,4826;-0,9194;1,044
6,141000;0,1259;-0,4821;-0,8779;1,009
6,150000;0,1255;-0,4821;-0,8691;1,002
6,172000;0,1206;-0,4812;-0,8735;1,005
6,174000;0,0952;-0,4670;-0,8442;0,969
6,179000;0,0829;-0,4514;-0,8247;0,944
6,193000;0,0727;-0,4362;-0,8183;0,930
6,199000;0,0741;-0,4323;-0,8227;0,932
6,212000;0,0346;-0,4689;-0,8706;0,989
6,219000;0,0321;-0,4787;-0,8613;0,986
6,230000;0,0463;-0,4934;-0,8462;0,981
6,250000;0,0258;-0,5154;-0,8398;0,986
6,254000;0,0194;-0,4939;-0,8535;0,986
6,274000;0,0766;-0,4792;-0,8251;0,957
6,276000;0,1132;-0,4831;-0,7558;0,904
6,280000;-0,0038;-0,5276;-0,8295;0,983
6,293000;-0,0272;-0,5417;-0,8506;1,009
6,299000;-0,0131;-0,5589;-0,8769;1,040
6,310000;-0,0028;-0,5901;-0,8955;1,072
6,319000;-0,0409;-0,6087;-0,8510;1,047
6,329000;-0,0375;-0,6175;-0,8036;1,014
6,352000;-0,0302;-0,6302;-0,7792;1,003
6,356000;-0,0429;-0,6448;-0,7709;1,006
6,380000;-0,0385;-0,6551;-0,7646;1,008
6,382000;-0,0399;-0,6561;-0,7435;0,992
6,383000;-0,0375;-0,6580;-0,7333;0,986
6,390000;-0,0326;-0,6610;-0,7460;0,997
6,400000;-0,0238;-0,6747;-0,7348;0,998
6,411000;-0,0429;-0,6786;-0,7357;1,002
6,420000;-0,0478;-0,6976;-0,7489;1,025
6,430000;-0,0478;-0,7142;-0,7391;1,029
6,440000;-0,0463;-0,7264;-0,7113;1,018
6,450000;-0,0605;-0,7421;-0,6942;1,018
6,470000;-0,0639;-0,7865;-0,7040;1,057
6,475000;-0,0443;-0,8046;-0,6717;1,049
6,499000;-0,0336;-0,8266;-0,6404;1,046
6,501000;-0,0473;-0,8251;-0,5960;1,019
6,502000;-0,0566;-0,8173;-0,5867;1,008
6,521000;-0,0658;-0,8134;-0,5896;1,007
6,523000;-0,0624;-0,8105;-0,5950;1,007
6,529000;-0,0746;-0,7782;-0,5662;0,965
6,539000;-0,0839;-0,7797;-0,5686;0,969
6,550000;-0,0766;-0,7885;-0,5589;0,969
6,575000;-0,0561;-0,8080;-0,5193;0,962
6,578000;-0,0526;-0,8041;-0,4499;0,923
6,580000;-0,0629;-0,8134;-0,4494;0,931
6,589000;-0,0732;-0,8129;-0,4465;0,930
6,599000;-0,0644;-0,8129;-0,4157;0,915
6,609000;-0,0541;-0,8178;-0,4181;0,920
6,619000;-0,0546;-0,8339;-0,4445;0,947
6,629000;-0,0512;-0,8496;-0,4455;0,961
6,639000;-0,0834;-0,8633;-0,4567;0,980
6,654000;-0,0932;-0,8691;-0,4572;0,986
6,659000;-0,0971;-0,8745;-0,4435;0,985
6,684000;-0,0815;-0,8808;-0,4059;0,973
6,687000;-0,0820;-0,8857;-0,4035;0,977
6,689000;-0,0781;-0,8940;-0,3898;0,978
6,703000;-0,0781;-0,9116;-0,3800;0,991
6,709000;-0,0575;-0,9126;-0,3126;0,966
6,719000;-0,0771;-0,9273;-0,3859;1,007
6,732000;-0,0869;-0,9400;-0,4250;1,035
6,739000;-0,0844;-0,9336;-0,3947;1,017
6,752000;-0,0678;-0,9185;-0,3131;0,973
6,760000;-0,0639;-0,9190;-0,3263;0,977
6,782000;-0,0702;-0,9194;-0,3429;0,984
6,783000;-0,0732;-0,9170;-0,3067;0,970
6,789000;-0,0668;-0,9234;-0,2764;0,966
6,800000;-0,0590;-0,9273;-0,2442;0,961
6,809000;-0,0580;-0,9322;-0,2212;0,960
6,820000;-0,0522;-0,9493;-0,2163;0,975
6,829000;-0,0487;-0,9546;-0,2183;0,980
6,839000;-0,0492;-0,9620;-0,2217;0,988
6,856000;-0,0463;-0,9551;-0,2315;0,984
6,859000;-0,0531;-0,9512;-0,2359;0,981
6,889000;-0,0610;-0,9468;-0,2344;0,977
6,891000;-0,0678;-0,9522;-0,2398;0,984
6,891000;-0,0595;-0,9620;-0,2329;0,992
6,909000;-0,0448;-0,9639;-0,2105;0,988
6,911000;-0,0380;-0,9761;-0,1865;0,995
6,919000;-0,0355;-0,9976;-0,1509;1,010
6,929000;-0,0468;-0,9957;-0,1430;1,007
6,939000;-0,0605;-1,0050;-0,1411;1,017
6,960000;-0,0629;-1,0123;-0,1318;1,023
6,962000;-0,0614;-0,9722;-0,0668;0,976
6,990000;-0,0297;-0,9825;-0,0688;0,985
6,992000;-0,0077;-1,0015;-0,0776;1,005
6,994000;-0,0072;-0,9874;-0,0732;0,990
7,008000;-0,0272;-0,9756;-0,0321;0,977
7,009000;-0,0341;-0,9732;-0,0077;0,974
7,021000;-0,0375;-0,9678;0,0184;0,969
7,029000;-0,0082;-0,9688;0,0688;0,971
7,039000;-0,0087;-0,9698;0,0937;0,974
7,064000;-0,0150;-0,9722;0,1025;0,978
7,069000;-0,0194;-0,9776;0,1103;0,984
7,071000;-0,0121;-0,9678;0,1240;0,976
7,092000;0,0009;-0,9659;0,1259;0,974
7,093000;0,0057;-0,9644;0,1181;0,972
7,099000;-0,0272;-0,9580;0,1132;0,965
7,111000;0,0180;-0,9688;0,1259;0,977
7,121000;0,0311;-0,9839;0,1382;0,994
7,129000;0,0155;-0,9883;0,1342;0,998
7,140000;-0,0268;-1,0157;0,1171;1,023
7,150000;-0,0336;-1,0157;0,1113;1,022
7,170000;-0,0390;-1,0010;0,0961;1,006
7,173000;-0,0243;-0,9981;0,0746;1,001
7,178000;0,0087;-0,9854;0,0869;0,989
7,198000;0,0023;-0,9830;0,1020;0,988
7,200000;-0,0018;-0,9879;0,1171;0,995
7,219000;0,0224;-0,9815;0,1895;1,000
7,221000;-0,0136;-0,9644;0,2017;0,985
7,229000;-0,0311;-0,9561;0,2007;0,977
7,239000;0,0038;-0,9439;0,2158;0,968
7,249000;-0,1123;-0,9136;0,2163;0,946
7,262000;-0,0434;-0,9336;0,2764;0,975
7,291000;0,0600;-0,9238;0,3590;0,993
7,292000;0,0834;-0,9111;0,3644;0,985
7,293000;0,0385;-0,9326;0,3419;0,994
7,298000;0,0199;-0,9444;0,3390;1,004
7,311000;0,0624;-0,9146;0,3800;0,992
7,318000;0,0292;-0,8965;0,3947;0,980
7,328000;0,0321;-0,9126;0,4318;1,010
7,345000;0,0311;-0,9155;0,4333;1,013
7,348000;0,0199;-0,9551;0,4426;1,053
7,373000;0,0184;-0,9541;0,4328;1,048
7,375000;0,0145;-0,9639;0,4289;1,055
7,378000;-0,0189;-0,9463;0,4005;1,028
7,393000;0,0605;-0,8950;0,3834;0,976
7,398000;0,0746;-0,8916;0,3800;0,972
7,408000;0,0375;-0,8936;0,3522;0,961
7,418000;0,0219;-0,9107;0,3517;0,976
7,428000;0,0009;-0,9194;0,4113;1,007
7,452000;0,0282;-0,8887;0,4450;0,994
7,455000;0,0336;-0,8559;0,4538;0,969
7,458000;0,0385;-0,8804;0,4753;1,001
7,468000;0,0678;-0,8789;0,4631;0,996
7,479000;0,0483;-0,8936;0,4250;0,991
7,489000;0,0585;-0,9175;0,4294;1,015
7,499000;0,0297;-0,9185;0,4172;1,009
7,509000;0,0390;-0,9214;0,4733;1,037
7,518000;0,0439;-0,8931;0,5320;1,040
7,528000;0,0282;-0,8383;0,5852;1,023
7,539000;0,0859;-0,7665;0,5891;0,971
7,561000;0,1211;-0,7455;0,5720;0,947
7,564000;0,1308;-0,7426;0,5593;0,939
7,569000;0,1206;-0,7543;0,5496;0,941
7,589000;0,1196;-0,7440;0,5593;0,938
7,591000;0,1049;-0,7431;0,5589;0,936
7,598000;0,0805;-0,7509;0,5593;0,940
7,609000;0,0590;-0,7670;0,5701;0,957
7,618000;0,0228;-0,7563;0,5510;0,936
7,629000;0,0634;-0,7391;0,5891;0,947
7,639000;0,0737;-0,7162;0,6175;0,948
7,651000;0,0654;-0,7406;0,6717;1,002
7,676000;0,0746;-0,7509;0,7172;1,041
7,678000;0,0790;-0,7074;0,7162;1,010
7,679000;0,1088;-0,6566;0,7475;1,001
7,688000;0,1167;-0,6326;0,7509;0,989
7,698000;0,1333;-0,6111;0,7621;0,986
7,711000;0,1597;-0,5906;0,7807;0,992
7,719000;0,1587;-0,5808;0,7821;0,987
7,729000;0,1577;-0,5750;0,7939;0,993
7,739000;0,1440;-0,5676;0,7939;0,987
7,749000;0,1147;-0,5593;0,7817;0,968
7,760000;0,1000;-0,5667;0,7709;0,962
7,785000;0,0781;-0,5901;0,7719;0,975
7,789000;0,0424;-0,6116;0,7973;1,006
7,790000;0,0478;-0,5838;0,8051;0,996
7,809000;0,0668;-0,5422;0,8217;0,987
7,810000;0,0888;-0,5017;0,8281;0,972
7,818000;0,0732;-0,4460;0,7988;0,918
7,830000;0,1162;-0,4118;0,8056;0,912
7,838000;0,1382;-0,3800;0,7660;0,866
7,848000;0,1450;-0,3898;0,7514;0,859
7,858000;0,1103;-0,4528;0,7802;0,909
7,870000;0,0932;-0,4641;0,8325;0,958
7,878000;0,0766;-0,4631;0,8901;1,006
7,894000;0,0458;-0,4172;0,9761;1,063
7,898000;0,0497;-0,3854;0,9966;1,070
7,907000;0,0614;-0,3566;0,9952;1,059
7,918000;0,0795;-0,3365;0,9898;1,048
7,927000;0,1127;-0,3297;0,9488;1,011
7,938000;0,1152;-0,3473;0,9282;0,998
7,962000;0,1015;-0,3536;0,9317;1,002
7,964000;0,1157;-0,3136;0,9649;1,021
7,967000;0,1113;-0,2784;0,9703;1,016
7,977000;0,1069;-0,2486;0,9698;1,007
7,987000;0,1074;-0,2310;0,9576;0,991
8,007000;0,0839;-0,2461;0,9390;0,974
8,009000;0,0815;-0,2755;0,9483;0,991
8,018000;0,0307;-0,2799;0,9292;0,971
8,027000;0,0385;-0,2481;0,9756;1,007
8,037000;0,0668;-0,1924;0,9507;0,972
8,056000;0,0693;-0,1875;0,9771;0,997
8,058000;0,0815;-0,1792;0,9839;1,003
8,081000;0,0883;-0,1665;0,9844;1,002
8,083000;0,0883;-0,1626;1,0094;1,026
8,087000;0,0903;-0,1606;1,0186;1,035
8,097000;0,0908;-0,1572;1,0015;1,018
8,107000;0,1040;-0,1411;0,9771;0,993
8,117000;0,1093;-0,1298;0,9732;0,988
8,127000;0,1186;-0,1240;0,9668;0,982
8,138000;0,1206;-0,1108;0,9654;0,979
8,148000;0,1181;-0,1000;0,9815;0,994
8,163000;0,1132;-0,0996;0,9957;1,007
8,168000;0,1015;-0,0996;0,9986;1,009
8,178000;0,0976;-0,0883;0,9991;1,008
8,196000;0,0981;-0,0776;1,0045;1,012
8,198000;0,0991;-0,0644;1,0006;1,008
8,216000;0,1030;-0,0531;0,9849;0,992
8,218000;0,1088;-0,0546;0,9722;0,980
8,227000;0,1167;-0,0546;0,9615;0,970
8,237000;0,1245;-0,0795;0,9756;0,987
8,247000;0,1103;-0,0522;0,9937;1,001
8,260000;0,1406;-0,0316;0,9698;0,980
8,286000;0,1338;-0,0341;0,9214;0,932
8,287000;0,1313;-0,0419;0,9336;0,944
8,288000;0,0981;-0,0702;0,9439;0,952
8,297000;0,0815;-0,1079;0,9703;0,980
8,307000;0,0409;-0,1162;0,9664;0,974
8,320000;0,0566;-0,0463;1,0059;1,009
8,327000;0,0585;-0,0224;0,9923;0,994
8,338000;0,0722;-0,0023;0,9937;0,996
8,347000;0,0917;0,0077;0,9957;1,000
8,357000;0,0961;-0,0043;0,9800;0,985
8,367000;0,0932;-0,0160;0,9888;0,993
8,377000;0,0898;-0,0224;0,9932;0,998
8,404000;0,0570;-0,0492;1,0010;1,004
8,406000;0,0605;-0,0189;1,0108;1,013
8,407000;0,0903;0,0038;1,0181;1,022
8,417000;0,0810;0,0087;0,9742;0,978
8,427000;0,0781;0,0126;0,9962;0,999
8,445000;0,0785;0,0053;0,9957;0,999
8,447000;0,0785;-0,0018;0,9903;0,993
8,470000;0,0732;-0,0067;0,9942;0,997
8,472000;0,0820;-0,0028;1,0147;1,018
8,477000;0,0937;0,0033;1,0313;1,036
8,491000;0,0815;0,0092;1,0269;1,030
8,497000;0,1250;0,0727;1,0245;1,035
8,507000;0,1264;0,0746;0,9908;1,002
8,517000;0,1196;0,0585;0,9971;1,006
8,527000;0,0898;0,0253;0,9918;0,996
8,551000;0,0864;0,0199;0,9908;0,995
8,554000;0,0761;0,0199;0,9693;0,972
8,557000;0,0663;0,0292;0,9864;0,989
8,567000;0,0771;0,0585;1,0133;1,018
8,580000;0,0864;0,0575;1,0098;1,015
8,587000;0,4323;0,2041;1,3304;1,414
8,600000;0,0805;-0,0785;0,9111;0,918
8,609000;0,0922;-0,0297;1,1574;1,161
8,617000;0,0253;-0,0268;0,9424;0,943
8,627000;0,0707;-0,0013;1,0069;1,009
8,637000;0,0912;0,0365;0,9644;0,969
8,648000;0,0996;0,0243;0,9830;0,988
8,670000;0,0829;0,0097;0,9668;0,970
8,674000;0,1680;0,0707;0,8281;0,848
8,706000;0,1342;0,0316;1,0103;1,020
8,708000;0,0385;0,0473;0,9063;0,908
8,708000;0,0395;0,0228;1,0680;1,069
8,709000;0,0048;-0,0018;1,0362;1,036
8,717000;-0,1489;0,0634;1,6665;1,674
8,727000;0,0996;-0,0004;0,8784;0,884
8,737000;0,0341;-0,0180;0,9649;0,966
8,747000;0,0351;-0,0053;0,9898;0,990
8,771000;0,0346;-0,0097;0,9839;0,985
8,775000;0,0355;-0,0082;0,9854;0,986
8,802000;0,0326;-0,0053;0,9825;0,983
8,803000;0,0316;-0,0062;0,9830;0,983
8,804000;0,0302;-0,0053;0,9830;0,983
8,807000;0,0311;-0,0067;0,9849;0,985
8,822000;0,0307;-0,0048;0,9835;0,984
8,829000;0,0302;-0,0067;0,9864;0,987
8,837000;0,0316;-0,0048;0,9835;0,984
8,847000;0,0307;-0,0053;0,9844;0,985
8,858000;0,0302;-0,0062;0,9869;0,987
8,877000;0,0316;-0,0053;0,9859;0,986
8,879000;0,0287;-0,0038;0,9835;0,984
8,888000;0,0253;-0,0009;0,9859;0,986
8,914000;0,0307;-0,0033;0,9820;0,982
8,916000;0,0331;-0,0072;0,9864;0,987
8,917000;0,0326;-0,0082;0,9835;0,984
8,935000;0,0307;-0,0043;0,9835;0,984
8,937000;0,0297;-0,0038;0,9830;0,983
8,947000;0,0302;-0,0023;0,9835;0,984
8,957000;0,0292;-0,0028;0,9864;0,987
8,972000;0,0311;-0,0043;0,9854;0,986
9,020000;0,0341;-0,0062;0,9810;0,982
9,023000;0,0355;-0,0087;0,9854;0,986
9,024000;0,0307;-0,0048;0,9849;0,985
9,024000;0,0307;-0,0048;0,9849;0,985
9,024000;0,0311;-0,0048;0,9835;0,984
9,026000;0,0321;-0,0087;0,9835;0,984
9,040000;0,0307;-0,0053;0,9854;0,986
9,048000;0,0302;-0,0057;0,9839;0,984
9,057000;0,0311;-0,0053;0,9859;0,986
9,072000;0,0297;-0,0072;0,9859;0,986
9,077000;0,0297;-0,0043;0,9844;0,985
9,103000;0,0311;-0,0062;0,9849;0,985
9,105000;0,0316;-0,0043;0,9839;0,984
9,106000;0,0307;-0,0038;0,9825;0,983
9,124000;0,0307;-0,0057;0,9844;0,985
9,127000;0,0307;-0,0053;0,9874;0,988
9,137000;0,0307;-0,0053;0,9859;0,986
9,159000;0,0311;-0,0062;0,9869;0,987
9,161000;0,0307;-0,0033;0,9859;0,986
9,195000;0,0307;-0,0062;0,9844;0,985
9,197000;0,0302;-0,0033;0,9839;0,984
9,198000;0,0297;-0,0043;0,9859;0,986
9,198000;0,0307;-0,0043;0,9844;0,985
9,207000;0,0307;-0,0062;0,9805;0,981
9,218000;0,0307;-0,0077;0,9844;0,985
9,226000;0,0311;-0,0033;0,9830;0,983
9,236000;0,0311;-0,0038;0,9835;0,984
9,247000;0,0302;-0,0038;0,9883;0,989
9,259000;0,0311;-0,0043;0,9844;0,985
9,267000;0,0302;-0,0043;0,9839;0,984
9,290000;0,0302;-0,0028;0,9869;0,987
9,291000;0,0297;-0,0057;0,9815;0,982
9,296000;0,0316;-0,0048;0,9864;0,987
9,310000;0,0311;-0,0028;0,9820;0,982
9,318000;0,0311;-0,0062;0,9825;0,983
9,326000;0,0307;-0,0072;0,9859;0,986
9,338000;0,0311;-0,0028;0,9854;0,986
9,347000;0,0297;-0,0043;0,9835;0,984
9,357000;0,0316;-0,0018;0,9844;0,985
9,381000;0,0307;-0,0053;0,9839;0,984
9,384000;0,0307;-0,0033;0,9835;0,984
9,387000;0,0292;-0,0033;0,9844;0,985
9,397000;0,0307;-0,0033;0,9825;0,983
9,426000;0,0307;-0,0043;0,9869;0,987
9,428000;0,0307;-0,0038;0,9825;0,983
9,429000;0,0297;-0,0043;0,9844;0,985
9,447000;0,0302;-0,0048;0,9844;0,985
9,449000;0,0297;-0,0038;0,9854;0,986
9,456000;0,0307;-0,0057;0,9825;0,983
9,466000;0,0311;-0,0038;0,9849;0,985
9,476000;0,0302;-0,0053;0,9835;0,984
9,503000;0,0297;-0,0033;0,9854;0,986
9,505000;0,0292;-0,0048;0,9825;0,983
9,506000;0,0307;-0,0048;0,9844;0,985
9,516000;0,0307;-0,0082;0,9781;0,979
9,527000;0,0307;-0,0038;0,9893;0,990
9,537000;0,0297;-0,0033;0,9825;0,983
9,546000;0,0307;-0,0043;0,9854;0,986
9,557000;0,0316;-0,0077;0,9815;0,982
9,567000;0,0316;-0,0048;0,9864;0,987
9,583000;0,0302;-0,0048;0,9859;0,986
9,588000;0,0297;-0,0048;0,9864;0,987
9,617000;0,0302;-0,0048;0,9864;0,987
9,619000;0,0302;-0,0033;0,9874;0,988
9,620000;0,0307;-0,0048;0,9869;0,987
9,626000;0,0292;-0,0053;0,9835;0,984
9,638000;0,0292;-0,0053;0,9830;0,983
9,646000;0,0292;-0,0057;0,9869;0,987
9,656000;0,0302;-0,0067;0,9839;0,984
9,666000;0,0307;-0,0048;0,9859;0,986
9,678000;0,0766;0,0463;0,9854;0,989
9,686000;0,0854;0,0737;0,9825;0,989
9,704000;0,0590;0,0561;0,9888;0,992
9,706000;0,0243;0,0077;1,0054;1,006
9,716000;0,0101;-0,0311;1,0079;1,008
9,727000;0,0243;-0,0297;1,0074;1,008
9,736000;0,0018;-0,0346;1,0123;1,013
9,746000;-0,0307;-0,0160;0,9390;0,940
9,770000;0,0082;-0,0292;1,0211;1,022
9,773000;0,0287;-0,0424;1,0470;1,048
9,776000;0,0429;-0,0478;1,0431;1,045
9,786000;0,0458;-0,0531;1,0172;1,020
9,800000;0,0277;-0,0204;1,0084;1,009
9,821000;0,0263;-0,0243;1,0196;1,020
9,826000;0,0224;-0,0282;1,0318;1,032
9,827000;0,0214;-0,0419;1,0499;1,051
9,836000;0,0326;-0,0355;1,0440;1,045
9,846000;0,0429;-0,0238;1,0372;1,038
9,856000;0,0331;-0,0497;1,0211;1,023
9,870000;0,0307;-0,0610;1,0142;1,017
9,907000;0,0351;-0,0668;1,0069;1,010
9,909000;0,0434;-0,0741;1,0045;1,008
9,910000;0,0370;-0,0829;1,0196;1,024
9,910000;0,0292;-0,0873;1,0089;1,013
9,916000;0,0258;-0,0927;1,0186;1,023
9,928000;0,0268;-0,1064;1,0348;1,041
9,936000;0,0248;-0,1152;1,0548;1,061
9,946000;0,0263;-0,1225;1,0133;1,021
9,956000;0,0390;-0,1240;0,9791;0,988
9,978000;0,0409;-0,1386;0,9571;0,968
9,980000;0,0209;-0,1597;0,9458;0,959
9,986000;0,0204;-0,1807;0,9385;0,956
10,014000;0,0155;-0,1958;0,9580;0,978
10,016000;0,0170;-0,1983;0,9351;0,956
10,017000;0,0199;-0,1939;0,9556;0,975
10,037000;0,0277;-0,1841;0,9546;0,973
10,039000;0,0277;-0,1821;0,9698;0,987
10,047000;0,0272;-0,1748;0,9580;0,974
10,056000;0,0272;-0,1772;0,9488;0,966
10,068000;0,0302;-0,2007;0,9273;0,949
10,075000;0,0243;-0,2422;0,9536;0,984
10,098000;0,0263;-0,2456;0,9478;0,979
10,100000;0,0238;-0,2456;0,9512;0,983
10,106000;0,0268;-0,2544;0,9326;0,967
10,119000;0,0175;-0,2588;0,9414;0,977
10,125000;0,0101;-0,2662;0,9336;0,971
10,136000;0,0175;-0,2730;0,9312;0,971
10,155000;0,0287;-0,2803;0,9576;0,998
10,157000;0,0297;-0,2852;0,9576;1,000
10,187000;0,0292;-0,2950;0,9590;1,004
10,188000;0,0263;-0,3057;0,9659;1,013
10,189000;0,0136;-0,3189;0,9639;1,015
10,207000;0,0126;-0,3155;0,9566;1,007
10,209000;0,0209;-0,3194;0,9395;0,993
10,215000;0,0307;-0,3336;0,9131;0,973
10,225000;0,0336;-0,3468;0,9092;0,974
10,235000;0,0287;-0,3551;0,9087;0,976
10,256000;0,0189;-0,3702;0,8989;0,972
10,258000;-0,0136;-0,3913;0,9107;0,991
10,290000;-0,0101;-0,3869;0,8950;0,975
10,292000;-0,0175;-0,3781;0,9248;0,999
10,293000;-0,0219;-0,3927;0,9590;1,037
10,295000;-0,0253;-0,3942;0,9302;1,011
10,311000;-0,0311;-0,3947;0,9615;1,040
10,318000;-0,0282;-0,3903;0,9326;1,011
10,325000;-0,0429;-0,4118;0,9351;1,023
10,335000;-0,0502;-0,4225;0,9341;1,026
10,346000;-0,0512;-0,4250;0,9063;1,002
10,360000;-0,0575;-0,4440;0,9102;1,014
10,401000;-0,0722;-0,4641;0,8730;0,991
10,403000;-0,0717;-0,4743;0,8569;0,982
10,404000;-0,0737;-0,4802;0,8520;0,981
10,405000;-0,0776;-0,4860;0,8906;1,018
10,406000;-0,0834;-0,4826;0,8593;0,989
10,422000;-0,0781;-0,4953;0,8813;1,014
10,426000;-0,0839;-0,4968;0,8549;0,992
10,437000;-0,0859;-0,5075;0,8642;1,006
10,447000;-0,0917;-0,5134;0,8589;1,005
10,462000;-0,0922;-0,5173;0,8320;0,984
10,467000;-0,1015;-0,5452;0,8193;0,989
10,476000;-0,0864;-0,5471;0,7357;0,921
10,500000;-0,0912;-0,5779;0,8007;0,992
10,502000;-0,1005;-0,5691;0,7738;0,966
10,506000;-0,1098;-0,5818;0,8251;1,016
10,521000;-0,1098;-0,5852;0,7611;0,966
10,526000;-0,1157;-0,6185;0,8134;1,028
10,537000;-0,1181;-0,6121;0,7587;0,982
10,546000;-0,0996;-0,6072;0,7440;0,966
10,556000;-0,0981;-0,6317;0,7734;1,003
10,566000;-0,0864;-0,6595;0,7646;1,013
10,581000;-0,1025;-0,6893;0,7621;1,033
10,619000;-0,0981;-0,6854;0,7328;1,008
10,621000;-0,0942;-0,6888;0,7128;0,996
10,621000;-0,1020;-0,6913;0,6962;0,986
10,622000;-0,0942;-0,7108;0,6996;1,002
10,627000;-0,0912;-0,7093;0,6942;0,997
10,640000;-0,0893;-0,7059;0,6849;0,988
10,645000;-0,0756;-0,7069;0,6600;0,970
10,655000;-0,0693;-0,7113;0,6497;0,966
10,665000;-0,0702;-0,7255;0,6238;0,959
10,676000;-0,0663;-0,7431;0,6106;0,964
10,687000;-0,0693;-0,7665;0,5755;0,961
10,700000;-0,0707;-0,7880;0,5735;0,977
10,720000;-0,0688;-0,8066;0,5774;0,994
10,722000;-0,0610;-0,8242;0,5828;1,011
10,725000;-0,0639;-0,8315;0,5867;1,020
10,737000;-0,0639;-0,8266;0,5896;1,017
10,746000;-0,0605;-0,8149;0,5882;1,007
10,756000;-0,0409;-0,7900;0,5764;0,979
10,766000;-0,0404;-0,7953;0,5579;0,972
10,782000;-0,0399;-0,8159;0,5417;0,980
10,796000;-0,0390;-0,8383;0,5188;0,987
10,797000;-0,0224;-0,8378;0,4753;0,964
10,819000;-0,0282;-0,8769;0,4865;1,003
10,821000;-0,0336;-0,9033;0,4865;1,027
10,825000;-0,0282;-0,8892;0,4631;1,003
10,835000;-0,0219;-0,8808;0,4582;0,993
10,845000;-0,0160;-0,8696;0,4460;0,977
10,864000;-0,0170;-0,8520;0,4250;0,952
10,866000;-0,0150;-0,8535;0,3649;0,928
10,894000;-0,0224;-0,8764;0,3463;0,943
10,895000;-0,0375;-0,8994;0,3292;0,959
10,896000;-0,0483;-0,9102;0,2803;0,954
10,915000;-0,0307;-0,9258;0,2637;0,963
10,917000;-0,0341;-0,9449;0,2447;0,977
10,926000;-0,0522;-0,9536;0,2183;0,980
10,935000;-0,0463;-0,9629;0,1670;0,978
10,945000;-0,0385;-0,9556;0,1484;0,968
10,964000;-0,0331;-0,9493;0,1250;0,958
10,966000;-0,0321;-0,9361;0,0869;0,941
10,997000;-0,0307;-0,9385;0,0751;0,942
11,000000;-0,0287;-0,9551;0,0595;0,957
11,000000;-0,0316;-0,9654;0,0443;0,967
11,018000;-0,0233;-0,9766;-0,0082;0,977
11,020000;-0,0165;-0,9805;-0,0375;0,981
11,027000;-0,0150;-0,9771;-0,0673;0,980
11,035000;-0,0199;-0,9727;-0,0952;0,978
11,045000;-0,0263;-0,9795;-0,1367;0,989
11,056000;-0,0243;-0,9756;-0,1504;0,987
11,072000;-0,0307;-0,9766;-0,1577;0,990
11,077000;-0,0253;-0,9605;-0,1719;0,976
11,085000;-0,0165;-0,9424;-0,1836;0,960
11,101000;-0,0057;-0,9307;-0,2007;0,952
11,105000;0,0067;-0,9268;-0,2163;0,952
11,123000;0,0145;-0,9229;-0,2613;0,959
11,126000;0,0106;-0,9170;-0,2847;0,960
11,135000;0,0126;-0,9121;-0,3014;0,961
11,145000;0,0121;-0,9141;-0,3214;0,969
11,156000;0,0062;-0,9234;-0,3189;0,977
11,172000;0,0004;-0,9326;-0,3229;0,987
11,205000;0,0053;-0,9458;-0,3272;1,001
11,207000;0,0209;-0,9190;-0,3463;0,982
11,208000;0,0209;-0,9033;-0,3644;0,974
11,209000;0,0331;-0,8892;-0,3888;0,971
11,225000;0,0434;-0,8716;-0,4035;0,961
11,227000;0,0355;-0,8447;-0,4269;0,947
11,235000;0,0351;-0,8335;-0,4489;0,947
11,245000;0,0478;-0,8276;-0,4773;0,957
11,256000;0,0502;-0,8378;-0,5330;0,994
11,276000;0,0463;-0,8393;-0,5530;1,006
11,280000;0,0507;-0,8383;-0,5540;1,006
11,287000;0,0561;-0,8325;-0,5452;0,997
11,319000;0,0707;-0,8154;-0,5290;0,975
11,321000;0,0815;-0,8090;-0,5256;0,968
11,322000;0,0873;-0,7934;-0,5374;0,962
11,325000;0,0888;-0,7777;-0,5906;0,981
11,340000;0,0922;-0,7753;-0,6185;0,996
11,347000;0,0903;-0,7821;-0,6458;1,018
11,355000;0,0917;-0,7734;-0,6649;1,024
11,371000;0,1093;-0,7406;-0,6698;1,005
11,375000;0,1162;-0,7196;-0,6580;0,982
11,401000;0,1264;-0,6981;-0,6395;0,955
11,403000;0,1206;-0,6727;-0,6141;0,919
11,405000;0,1074;-0,6698;-0,6209;0,920
